Titre, 
Date, 2022-08-18 18:52:49.776444
Nom, 
Materiau, 
Charge de rupture, 0.0
Longueur de l'éprouvette, 0.0
Capteur de déplacement, Détecteur ultrasonique
  référence, UC_2000_L2_U_V15
Capteur de charge, Indicateur pour signal analogique
  référence, INDI_PAXS
Méthode d'accroche, Goupilles

t(s), Consigne(T), sortie_charge, sortie_charge_transformee, Charge (Tonnes), sortie_deplacement
0.0, 0.01455554408689376, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.02, 0.016608896673890268, 0.00140168322076704, -0.030762556702474842, 0.00280336644153408, 0.000505553325638175
0.04, 0.031683498291039586, 0.001292071573790215, -0.030874965313406687, 0.00258414314758043, 0.000505553325638175
0.06, 0.04273037702621224, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0005523971663028172
0.08, 0.05297536934784633, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.1, 0.06307561777362543, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.12000000000000001, 0.07374209319913701, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.14, 0.08396460507346794, 0.0012061791479848535, -0.030963049459030268, 0.002412358295969707, 0.0010955060148350685
0.16, 0.09394307027670698, 0.001796131837181747, -0.030358042927907253, 0.003592263674363494, 0.000505553325638175
0.18, 0.10363036484432785, 0.001796131837181747, -0.030358042927907253, 0.003592263674363494, 0.000505553325638175
0.19999999999999998, 0.11361212079503316, 0.0012328007559520091, -0.030935748546628207, 0.0024656015119040183, 0.000505553325638175
0.21999999999999997, 0.12391865163704832, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.23999999999999996, 0.1334761674472063, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.25999999999999995, 0.14312550917750455, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.27999999999999997, 0.15314497262989188, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.3, 0.16352639561567694, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.32, 0.1738618934472791, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.34, 0.18354609767036462, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.36000000000000004, 0.19360055918490038, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.38000000000000006, 0.20383515600234642, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.4000000000000001, 0.21362311494228767, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.4200000000000001, 0.2234975601870109, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0010757508113832704
0.4400000000000001, 0.23347272224879048, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0017034199083332086
0.46000000000000013, 0.24319050165676448, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.48000000000000015, 0.2530813596127595, 0.0009765395157713792, -0.031198548813195382, 0.0019530790315427583, 0.000505553325638175
0.5000000000000001, 0.2634020795553862, 0.0017821205802906756, -0.030372411710495362, 0.0035642411605813513, 0.0005195645825292462
0.5200000000000001, 0.2732564718310841, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.5400000000000001, 0.2829866218856779, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001444894155688756
0.5600000000000002, 0.2927902725404316, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0006123241752559036
0.5800000000000002, 0.302972707147455, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0012444966264311833
0.6000000000000002, 0.313294551028093, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0015019664557796282
0.6200000000000002, 0.32309353496952203, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0006596081648595905
0.6400000000000002, 0.33318901870509515, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001189059755815038
0.6600000000000003, 0.3434970851291059, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.6800000000000003, 0.35356404838398187, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.7000000000000003, 0.3634525461488355, 0.0010657144471602582, -0.031107098402186725, 0.0021314288943205164, 0.001796131837181747
0.7200000000000003, 0.3731457428603808, 0.0016983442012809531, -0.030458325814088513, 0.0033966884025619063, 0.001796131837181747
0.7400000000000003, 0.3833008375708676, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.7600000000000003, 0.39326298045106317, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.7800000000000004, 0.4026728307754208, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
0.8000000000000004, 0.412929929062387, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0009845017707669533
0.8200000000000004, 0.42347957722989715, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.8400000000000004, 0.43347950252330725, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.8600000000000004, 0.4434734839306098, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.8800000000000004, 0.45346317534535113, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.9000000000000005, 0.4629000272232892, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.9200000000000005, 0.4728093870194486, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.9400000000000005, 0.48347326124483303, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.9600000000000005, 0.4935395645408868, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
0.9800000000000005, 0.5034430035400302, 0.0009897223099492175, -0.031185029633230457, 0.001979444619898435, 0.000505553325638175
1.0000000000000004, 0.5131517616787672, 0.0017724966112451512, -0.030382281254671514, 0.0035449932224903024, 0.000505553325638175
1.0200000000000005, 0.523096427757447, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.0400000000000005, 0.5331750548208203, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.0600000000000005, 0.5434795282139627, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.0800000000000005, 0.5533440537136672, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0012521056065272432
1.1000000000000005, 0.5630259118415654, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001532444181961844
1.1200000000000006, 0.5733339775045326, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000723217575898151
1.1400000000000006, 0.5834831673358893, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.00109893418104361
1.1600000000000006, 0.5934671178886621, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.1800000000000006, 0.6034660050957621, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.2000000000000006, 0.6133812537392817, 0.0009476925181246413, -0.03122813190061774, 0.0018953850362492825, 0.0013539926446952807
1.2200000000000006, 0.6230948415118551, 0.0017564294715151846, -0.030398758380127674, 0.0035128589430303693, 0.0005452556913047373
1.2400000000000007, 0.6332864634915298, 0.001004409874499032, -0.03116996728561912, 0.002008819748998064, 0.002088997251003605
1.2600000000000007, 0.6436130669516534, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.002764074932129554
1.2800000000000007, 0.6535798951461594, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0019591801166175616
1.3000000000000007, 0.6633220423922466, 0.0011676003079111067, -0.03100261271661884, 0.0023352006158222135, 0.0011340848549088152
1.3200000000000007, 0.6729141533202592, 0.0015925994873002736, -0.03056676881936939, 0.003185198974600547, 0.000505553325638175
1.3400000000000007, 0.6827132289444277, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.3600000000000008, 0.6926645745764588, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0010902656537674377
1.3800000000000008, 0.7028317561570991, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.4000000000000008, 0.7132218173097488, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.4200000000000008, 0.7235182907463305, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0012890477809284115
1.4400000000000008, 0.7336268549101398, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.4600000000000009, 0.743551143124222, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.4800000000000009, 0.7534634272741718, 0.0008849654119365291, -0.031292459616411215, 0.0017699308238730582, 0.000505553325638175
1.5000000000000009, 0.7634636513905928, 0.0016939803669550624, -0.03046280100051659, 0.0033879607339101247, 0.000505553325638175
1.520000000000001, 0.773469285918088, 0.0010894954155582811, -0.031082710614045914, 0.0021789908311165623, 0.000505553325638175
1.540000000000001, 0.7834707298761271, 0.0007301683146271275, -0.03145120667627895, 0.001460336629254255, 0.000505553325638175
1.560000000000001, 0.7932192768872282, 0.001538211099114552, -0.030622545037822448, 0.003076422198229104, 0.000505553325638175
1.580000000000001, 0.8029657920403367, 0.0012313225573618116, -0.030937264464459827, 0.0024626451147236232, 0.000505553325638175
1.600000000000001, 0.8127096448130959, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0006120223519153974
1.620000000000001, 0.8227749703556517, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.640000000000001, 0.8328099194345249, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0013010384267018405
1.660000000000001, 0.8426744428838441, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0005249268973804914
1.680000000000001, 0.8505879110927977, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.700000000000001, 0.8592094941375885, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0012198198066469814
1.720000000000001, 0.8714816092176302, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.740000000000001, 0.8834127133881244, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.0006003475802461359
1.7600000000000011, 0.8933392839903893, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001796131837181747
1.7800000000000011, 0.9032392217061247, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.001329624500526061
1.8000000000000012, 0.9134460320631497, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.8200000000000012, 0.9234753749991879, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 0.000505553325638175
1.8400000000000012, 0.9334638547897345, 0.0008721682899641816, -0.03130558328296046, 0.0017443365799283631, 0.000505553325638175
1.8600000000000012, 0.9434638547897345, 0.0016809414936010316, -0.030476172587225372, 0.003361882987202063, 0.000505553325638175
1.8800000000000012, 0.9530727930745024, 0.0011025593398579997, -0.03106931333716565, 0.0022051186797159995, 0.000505553325638175
