Titre, de la merde
Date, 2022-08-18 17:15:44.447509
Nom, Nico
Materiau, 
Charge de rupture, 5.0
Longueur de l'éprouvette, 4.0
Capteur de déplacement, Détecteur ultrasonique
  référence, UC_2000_L2_U_V15
Capteur de charge, Indicateur pour signal analogique
  référence, INDI_PAXS
Méthode d'accroche, Goupilles

t(s), Consigne(transformee), sortie_charge, sortie_charge_transformee, Charge(tonnes), sortie_deplacement
0.0, 0.015096181729684972, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.2929696827195585
0.02, 0.01864343228846792, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.293789108099527
0.04, 0.033308744101621775, 0.0001327406020940947, -0.032063871850218764, 0.0002654812041881894, 4.29500588667819
0.06, 0.043762024980597974, -0.0006888668615209332, -0.03290642860499634, -0.0013777337230418663, 4.2966491016054205
0.08, 0.053727867454847186, -6.838126874605618e-05, -0.03227012191282685, -0.00013676253749211236, 4.304007857425782
0.1, 0.06348035682717715, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.308559368685427
0.12000000000000001, 0.07346945145740295, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.304503473664161
0.14, 0.08346410775983239, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.298748769247858
0.16, 0.09346545267939871, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.293317962572519
0.18, 0.1034655787917721, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.298131996765733
0.19999999999999998, 0.11342321570147579, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.297717922943292
0.21999999999999997, 0.12326223021631559, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.296909149739656
0.23999999999999996, 0.13114126339773718, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.296088274152444
0.25999999999999995, 0.13884790131052394, 7.976358922228289e-05, -0.03211819966735748, 0.00015952717844456578, 4.296828208951894
0.27999999999999997, 0.15120211845444304, -0.0004905151364630264, -0.03270301932115903, -0.0009810302729260528, 4.297655514980622
0.3, 0.16311879428566853, 0.0005013817014020818, -0.031685831165262045, 0.0010027634028041636, 4.291704133953432
0.32, 0.1731963699906407, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.292508191773705
0.34, 0.1829378177973466, 0.0001299985646400437, -0.03206668380395711, 0.0002599971292800874, 4.295223011285548
0.36000000000000004, 0.1932053830258869, -0.0007125891856041451, -0.03293075579928373, -0.0014251783712082903, 4.300278537787013
0.38000000000000006, 0.20310431698987086, -1.2733641353975585e-05, -0.03221305538602067, -2.546728270795117e-05, 4.30071315378882
0.4000000000000001, 0.21287012192822025, 0.0001809206358523024, -0.03201446332524045, 0.0003618412717046048, 4.301037786478606
0.4200000000000001, 0.2227227008553685, -0.0006588110841193485, -0.03287560646742912, -0.001317622168238697, 4.3018775181985776
0.4400000000000001, 0.23295360491657727, -8.169818267155567e-05, -0.03228377838051685, -0.00016339636534311135, 4.3013004052971295
0.46000000000000013, 0.24346436860366333, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.300478176887821
0.48000000000000015, 0.25346526512962525, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.2996694036841845
0.5000000000000001, 0.2634656622687614, -5.637887726718798e-05, -0.03225781348518732, -0.00011275775453437596, 4.298860643074371
0.5200000000000001, 0.27346543815903723, -0.0007049152195323418, -0.032922886162947564, -0.0014098304390646836, 4.297971776832987
0.5400000000000001, 0.2833051488009258, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.295550839742646
0.5600000000000002, 0.29310270276208594, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.29596575689658
0.5800000000000002, 0.30285954560529493, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.29679012334267
0.6000000000000002, 0.31288064671470733, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.293669772752499
0.6200000000000002, 0.3229713056485119, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.2933930558018965
0.6400000000000002, 0.3328076310892482, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.297559109547505
0.6600000000000003, 0.3426980857100342, -0.0002249254602146733, -0.03243065765743016, -0.0004498509204293466, 4.295210081622321
0.6800000000000003, 0.3526524626288666, -0.0005039736476718815, -0.03271682099657027, -0.001007947295343763, 4.293812837334259
0.7000000000000003, 0.36322298824430244, 0.00032586494214135835, -0.03186582323889915, 0.0006517298842827167, 4.296302353103699
0.7200000000000003, 0.3733610914816109, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.2974769826471775
0.7400000000000003, 0.38313237693236607, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.297972011937379
0.7600000000000003, 0.39334798765203377, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.296841418254189
0.7800000000000004, 0.40348482418638637, -1.3274291558307305e-05, -0.0322136098216871, -2.654858311661461e-05, 4.296322590636993
0.8000000000000004, 0.41346833486976836, -0.0007850251859053969, -0.03300503876778837, -0.0015700503718107939, 4.295550839742646
0.8200000000000004, 0.4234658177598578, -0.0007850251859053969, -0.03300503876778837, -0.0015700503718107939, 4.295550839742646
0.8400000000000004, 0.4334655903936318, -0.00037691345141834464, -0.03258652102808442, -0.0007538269028366893, 4.297591398415081
0.8600000000000004, 0.4434649180293, 0.0004318416266891475, -0.031757144368064906, 0.000863683253378295, 4.301635173805618
0.8800000000000004, 0.4533643461327941, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.293917349004286
0.9000000000000005, 0.4632156780154037, 0.000505553325638175, -0.03168155317323523, 0.00101110665127635, 4.28883645596228
